busco_id	helixer_seq	helixer_chrom_cm	helixer_chrom_int	helixer_start	helixer_end	helixer_busco_score	helixer_busco_length	gmb_overlapping	gmb_evidence	classification	refined_classification	note
15912at93133	_CM001196.1_002240.1	CM001196.1	1	998986	1002259	1275.0	815	ZTRITICI_00331.t1,ZTRITICI_00332.t1,ZTRITICI_00332.t1	Helixer,Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=896aa expected=815aa ratio=1.10
15918at93133	_CM001200.1_000569.1	CM001200.1	5	2452543	2453455	259.5	137	ZTRITICI_06370.t1	Helixer,Scallop	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=188aa expected=137aa ratio=1.37
15930at93133	_CM001205.1_000452.1	CM001205.1	10	1035227	1038361	1758.4	863	ZTRITICI_10408.t1,ZTRITICI_10409.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:2996at93133
15934at93133	_CM001202.1_000999.1	CM001202.1	7	546308	548410	775.8	469	ZTRITICI_07496.t1,ZTRITICI_07496.t2	StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
15959at93133	_CM001196.1_002150.1	CM001196.1	1	1478021	1481672	2031.4	934	ZTRITICI_00498.t1,ZTRITICI_00498.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=947aa expected=934aa ratio=1.01
15968at93133	_CM001198.1_000858.1	CM001198.1	3	2504546	2507791	1256.5	856	ZTRITICI_04260.t2,ZTRITICI_04265.t2,ZTRITICI_04267.t2,ZTRITICI_04268.t1	Scallop,Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:2576at93133,26820at93133
15977at93133	_CM001204.1_000392.1	CM001204.1	9	2087846	2089002	543.7	263	ZTRITICI_10013.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_10013.t1:3p_dropped
15999at93133	_CM001196.1_002408.1	CM001196.1	1	140561	144750	1814.2	1266	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
159at93133	_CM001208.1_000309.1	CM001208.1	13	663216	664147	251.0	127	ZTRITICI_11977.t1	Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
16034at93133	_CM001206.1_000499.1	CM001206.1	11	720145	721817	442.2	287	ZTRITICI_10876.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=367aa expected=287aa ratio=1.28
16076at93133	_CM001197.1_001366.1	CM001197.1	2	580735	583105	1039.4	534	ZTRITICI_02288.t2,ZTRITICI_02288.t1,ZTRITICI_02289.t1	StringTie,Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=540aa expected=534aa ratio=1.01
1608at93133	_CM001207.1_000469.1	CM001207.1	12	497706	498694	266.4	126	ZTRITICI_11352.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=128aa expected=126aa ratio=1.02
16094at93133	_CM001196.1_002199.1	CM001196.1	1	1234833	1240221	2802.1	1453	ZTRITICI_00413.t1,ZTRITICI_00413.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=1548aa expected=1453aa ratio=1.07
160at93133	_CM001196.1_001954.1	CM001196.1	1	2328132	2329983	737.8	304	ZTRITICI_00808.t2,ZTRITICI_00810.t2,ZTRITICI_00811.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:23950at93133
16101at93133	_CM001196.1_001620.1	CM001196.1	1	4015502	4016939	470.2	228	ZTRITICI_01414.t2,ZTRITICI_01414.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8361at93133
16138at93133	_CM001199.1_000618.1	CM001199.1	4	2455991	2460070	2512.1	1180	ZTRITICI_05389.t2,ZTRITICI_05398.t1,ZTRITICI_05389.t1,ZTRITICI_05389.t2,ZTRITICI_05389.t1	Scallop,Helixer,Helixer,StringTie,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:6043at93133,7974at93133
16149at93133	_CM001196.1_001773.1	CM001196.1	1	3267778	3269636	403.6	305	ZTRITICI_01158.t2,ZTRITICI_01158.t1,ZTRITICI_01160.t1,ZTRITICI_01161.t2,ZTRITICI_01162.t1	Scallop,Helixer,Helixer,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8125at93133,23880at93133
16154at93133	_CM001207.1_000541.1	CM001207.1	12	147651	149056	621.8	335	ZTRITICI_11213.t1,ZTRITICI_11226.t1	Helixer,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:21028at93133
1617at93133	_CM001203.1_000485.1	CM001203.1	8	1978848	1980235	429.0	188	ZTRITICI_09261.t2,ZTRITICI_09266.t2,ZTRITICI_09267.t1,ZTRITICI_09261.t2,ZTRITICI_09266.t2,ZTRITICI_09267.t1	Scallop,Scallop,Helixer,Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:2205at93133,10739at93133
16224at93133	_CM001204.1_000561.1	CM001204.1	9	1024764	1026031	588.3	285	ZTRITICI_09696.t2,ZTRITICI_09698.t1	StringTie,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=289aa expected=285aa ratio=1.01
16228at93133	_CM001196.1_001757.1	CM001196.1	1	3330843	3334410	1218.1	600	ZTRITICI_01173.t2,ZTRITICI_01181.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:17216at93133,24948at93133
16247at93133	_CM001203.1_000687.1	CM001203.1	8	1091724	1093762	1075.0	495	ZTRITICI_08964.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=501aa expected=495aa ratio=1.01
1624at93133	_CM001207.1_000350.1	CM001207.1	12	1089598	1090556	131.3	66	ZTRITICI_11592.t2,ZTRITICI_11594.t1,ZTRITICI_11592.t2,ZTRITICI_11594.t1,ZTRITICI_11595.t2	Scallop,Helixer,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20773at93133,14187at93133
16256at93133	_CM001196.1_001539.1	CM001196.1	1	4452330	4455414	1740.9	886	ZTRITICI_01569.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
16262at93133	_CM001200.1_000809.1	CM001200.1	5	1211083	1213240	1050.2	533	ZTRITICI_05949.t2,ZTRITICI_05950.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:653at93133
16281at93133	_CM001201.1_000492.1	CM001201.1	6	2478855	2480498	711.1	369	ZTRITICI_07248.t2,ZTRITICI_07252.t2,ZTRITICI_07251.t2,ZTRITICI_07254.t1,ZTRITICI_07248.t2,ZTRITICI_07252.t2,ZTRITICI_07251.t2,ZTRITICI_07254.t1	StringTie,StringTie,Scallop,Helixer,StringTie,StringTie,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20512at93133,19156at93133
16284at93133	_CM001208.1_000253.1	CM001208.1	13	958267	959574	246.2	113	ZTRITICI_12075.t1,ZTRITICI_12076.t1	Helixer,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=352aa expected=113aa ratio=3.12
16288at93133	_CM001208.1_000227.1	CM001208.1	13	1132343	1133983	606.0	296	ZTRITICI_12133.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_12133.t1:5p_dropped
16294at93133	_CM001206.1_000427.1	CM001206.1	11	1110374	1112013	661.6	381	ZTRITICI_11003.t2,ZTRITICI_11006.t2,ZTRITICI_11010.t1,ZTRITICI_11011.t1	Scallop,StringTie,Helixer,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:26756at93133
16310at93133	_CM001196.1_002052.1	CM001196.1	1	1897629	1898961	543.4	307	ZTRITICI_00636.t2,ZTRITICI_00638.t1,ZTRITICI_00639.t1	Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24495at93133,18304at93133
16321at93133	_CM001207.1_000361.1	CM001207.1	12	1035175	1037122	1091.3	537	ZTRITICI_11567.t1,ZTRITICI_11571.t2,ZTRITICI_11571.t1	Scallop,StringTie,Helixer,Scallop,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:9524at93133
16322at93133	_CM001201.1_000670.1	CM001201.1	6	1412645	1414235	678.9	417	ZTRITICI_06922.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_06922.t1:3p_dropped
1637at93133	_CM001199.1_000947.1	CM001199.1	4	819865	820969	210.2	98	ZTRITICI_04898.t2,ZTRITICI_04883.t1,ZTRITICI_04898.t2,ZTRITICI_04883.t1	Scallop,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:15813at93133
16399at93133	_CM001204.1_000534.1	CM001204.1	9	1139998	1143428	2082.8	961	ZTRITICI_09746.t2,ZTRITICI_09746.t2,ZTRITICI_09747.t1	Scallop,Scallop,Helixer	Present_Helixer_model	Helixer_kept_protein_truncated	best_prot=59aa expected=961aa ratio=0.06
16405at93133	_CM001196.1_001564.1	CM001196.1	1	4308383	4310228	613.1	438	ZTRITICI_01511.t2,ZTRITICI_01520.t1,ZTRITICI_01511.t2,ZTRITICI_01520.t1	Scallop,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:21088at93133
16407at93133	_CM001208.1_000355.1	CM001208.1	13	493692	494974	664.7	373	ZTRITICI_11909.t1,ZTRITICI_11909.t2	Scallop,StringTie,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=515aa expected=373aa ratio=1.38
16420at93133	_CM001197.1_000916.1	CM001197.1	2	2735613	2741348	3436.6	1695	ZTRITICI_03060.t1,ZTRITICI_03060.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=1746aa expected=1695aa ratio=1.03
16473at93133	_CM001206.1_000466.1	CM001206.1	11	856911	858574	642.1	334	ZTRITICI_10932.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_10932.t1:5p_dropped,ZTRITICI_10932.t1:3p_dropped
16496at93133	_CM001197.1_001389.1	CM001197.1	2	456499	458674	802.4	404	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
1649at93133	_CM001196.1_001453.1	CM001196.1	1	4818399	4820214	756.9	357	ZTRITICI_01700.t1,ZTRITICI_01701.t2,ZTRITICI_01702.t1,ZTRITICI_01701.t2,ZTRITICI_01702.t1	Helixer,Scallop,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20088at93133,8527at93133
16508at93133	_CM001197.1_000666.1	CM001197.1	2	3693701	3695853	879.5	494	ZTRITICI_03395.t1	Helixer,Scallop	Present_Helixer_model	Helixer_kept_protein_truncated	best_prot=96aa expected=494aa ratio=0.19
16533at93133	_CM001196.1_002414.1	CM001196.1	1	124482	126989	1292.1	647	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
16535at93133	_CM001199.1_000738.1	CM001199.1	4	1986335	1987706	480.3	270	ZTRITICI_05231.t1	Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:15104at93133
16551at93133	_CM001197.1_000833.1	CM001197.1	2	3088065	3089111	458.9	233	ZTRITICI_03192.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=234aa expected=233aa ratio=1.00
16560at93133	_CM001196.1_001991.1	CM001196.1	1	2168458	2170396	725.2	465	ZTRITICI_00741.t1,ZTRITICI_00741.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=498aa expected=465aa ratio=1.07
16579at93133	_CM001198.1_001190.1	CM001198.1	3	731847	735738	1849.8	974	ZTRITICI_03626.t2,ZTRITICI_03636.t1,ZTRITICI_03637.t1,ZTRITICI_03638.t2	Scallop,Helixer,Helixer,Scallop	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:12963at93133,14693at93133
16593at93133	_CM001196.1_001361.1	CM001196.1	1	5305681	5309301	647.5	300	ZTRITICI_01854.t2,ZTRITICI_01858.t2,ZTRITICI_01866.t1,ZTRITICI_01867.t2	Scallop,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:6380at93133
165at93133	_CM001202.1_000227.1	CM001202.1	7	1184698	1186491	768.8	353	ZTRITICI_07734.t2,ZTRITICI_07737.t1,ZTRITICI_07737.t2	Scallop,Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_07734.t2:5p_dropped,ZTRITICI_07734.t2:3p_dropped,ZTRITICI_07737.t2:5p_dropped
16659at93133	_CM001198.1_000929.1	CM001198.1	3	2161336	2163412	989.7	501	ZTRITICI_04137.t1,ZTRITICI_04138.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=570aa expected=501aa ratio=1.14
16663at93133	_CM001198.1_000626.1	CM001198.1	3	3305780	3307781	704.0	444	ZTRITICI_04572.t2,ZTRITICI_04573.t1,ZTRITICI_04574.t1	Scallop,StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_04572.t2:5p_dropped,ZTRITICI_04573.t1:5p_dropped
16671at93133	_CM001196.1_000917.1	CM001196.1	1	4581175	4587518	3758.1	1925	ZTRITICI_01604.t1,ZTRITICI_01605.t2	StringTie,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01604.t1:5p_dropped
16679at93133	_CM001199.1_000909.1	CM001199.1	4	1029490	1030343	269.1	127	ZTRITICI_04943.t2,ZTRITICI_04947.t1,ZTRITICI_04943.t2	StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:10800at93133
16682at93133	_CM001199.1_000962.1	CM001199.1	4	741742	746130	2034.1	1192	ZTRITICI_04852.t2,ZTRITICI_04853.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:2975at93133
16698at93133	_CM001199.1_000724.1	CM001199.1	4	2072658	2074937	1064.5	540	ZTRITICI_05267.t1	Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:29857at93133
16700at93133	_CM001199.1_000822.1	CM001199.1	4	1473595	1475271	655.6	360	ZTRITICI_05084.t2,ZTRITICI_05085.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05084.t2:3p_dropped,ZTRITICI_05085.t1:5p_dropped,ZTRITICI_05085.t1:3p_dropped
16721at93133	_CM001198.1_000578.1	CM001198.1	3	3138334	3140364	826.9	411	ZTRITICI_04485.t2,ZTRITICI_04490.t1,ZTRITICI_04490.t2,ZTRITICI_04491.t1,ZTRITICI_04485.t2,ZTRITICI_04490.t2,ZTRITICI_04491.t1	Scallop,Scallop,StringTie,Scallop,StringTie,Scallop,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_04485.t2:3p_dropped,ZTRITICI_04490.t1:5p_dropped,ZTRITICI_04490.t1:3p_dropped,ZTRITICI_04490.t2:5p_dropped,ZTRITICI_04490.t2:3p_dropped,ZTRITICI_04491.t1:5p_dropped,ZTRITICI_04491.t1:3p_dropped,ZTRITICI_04485.t2:3p_dropped,ZTRITICI_04490.t2:5p_dropped,ZTRITICI_04490.t2:3p_dropped,ZTRITICI_04491.t1:5p_dropped,ZTRITICI_04491.t1:3p_dropped
16727at93133	_CM001200.1_000969.1	CM001200.1	5	430578	431943	610.0	271	ZTRITICI_05695.t2,ZTRITICI_05697.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8118at93133
16735at93133	_CM001196.1_002200.1	CM001196.1	1	1226105	1230002	1542.2	936	ZTRITICI_00411.t1,ZTRITICI_00411.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=983aa expected=936aa ratio=1.05
1675at93133	_CM001200.1_000985.1	CM001200.1	5	365170	367389	971.2	480	ZTRITICI_05663.t2,ZTRITICI_05668.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:18677at93133
16776at93133	_CM001200.1_000678.1	CM001200.1	5	1821448	1823260	609.1	293	ZTRITICI_06161.t2,ZTRITICI_06162.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:5800at93133
16786at93133	_CM001207.1_000285.1	CM001207.1	12	1362603	1364079	486.6	283	ZTRITICI_11693.t2,ZTRITICI_11695.t2,ZTRITICI_11700.t1	Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7925at93133
16799at93133	_CM001207.1_000503.1	CM001207.1	12	301985	303287	198.3	131	ZTRITICI_11272.t2,ZTRITICI_11274.t2,ZTRITICI_11274.t1,ZTRITICI_11279.t1	Scallop,Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3727at93133
16812at93133	_CM001207.1_000540.1	CM001207.1	12	149333	150664	355.7	222	ZTRITICI_11227.t1,ZTRITICI_11227.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=238aa expected=222aa ratio=1.07
16829at93133	_CM001196.1_000008.1	CM001196.1	1	122848	124508	645.7	368	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
16905at93133	_CM001197.1_000959.1	CM001197.1	2	2546925	2548486	532.7	287	ZTRITICI_02974.t2,ZTRITICI_02978.t2,ZTRITICI_02974.t1,ZTRITICI_02983.t1	Scallop,Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:14902at93133,3283at93133
16911at93133	_CM001204.1_000479.1	CM001204.1	9	1574332	1575446	409.2	199	ZTRITICI_09873.t1,ZTRITICI_09874.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:18596at93133
16947at93133	_CM001197.1_001336.1	CM001197.1	2	748961	749962	335.1	165	ZTRITICI_02348.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=174aa expected=165aa ratio=1.05
1696at93133	_CM001196.1_000868.1	CM001196.1	1	4351277	4352552	466.9	227	ZTRITICI_01536.t1	StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01536.t1:3p_dropped
16979at93133	_CM001196.1_001330.1	CM001196.1	1	5438215	5439783	658.6	315	ZTRITICI_01916.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01916.t1:5p_dropped
1697at93133	_CM001196.1_001877.1	CM001196.1	1	2691603	2692812	446.0	200	ZTRITICI_00953.t2,ZTRITICI_00953.t1	Scallop,Helixer,Scallop	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7933at93133
1700at93133	_CM001198.1_001063.1	CM001198.1	3	1482974	1485391	1275.9	624	ZTRITICI_03884.t2,ZTRITICI_03887.t1,ZTRITICI_03884.t1	Scallop,Helixer,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:5192at93133
1701at93133	_CM001202.1_000117.1	CM001202.1	7	617800	619289	539.6	242	ZTRITICI_07510.t2,ZTRITICI_07516.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3132at93133
17033at93133	_CM001196.1_001439.1	CM001196.1	1	4885365	4888789	1471.2	816	ZTRITICI_01720.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
17039at93133	_CM001198.1_001065.1	CM001198.1	3	1462382	1465464	1498.0	848	ZTRITICI_03873.t2,ZTRITICI_03877.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3041at93133
17054at93133	_CM001197.1_000950.1	CM001197.1	2	2588918	2593421	2155.2	1142	ZTRITICI_03002.t1,ZTRITICI_03002.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=1169aa expected=1142aa ratio=1.02
17072at93133	_CM001203.1_000648.1	CM001203.1	8	1240802	1242924	1009.2	533	ZTRITICI_09020.t1	Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
17085at93133	_CM001196.1_001549.1	CM001196.1	1	4385683	4386222	168.5	84	ZTRITICI_01548.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_01548.t1:5p_dropped
17086at93133	_CM001204.1_000424.1	CM001204.1	9	1875693	1877637	997.4	449	ZTRITICI_09956.t2,ZTRITICI_09960.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24166at93133
17087at93133	_CM001196.1_001840.1	CM001196.1	1	2940920	2942322	454.7	278	ZTRITICI_01030.t2,ZTRITICI_01033.t1	StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13308at93133
17097at93133	_CM001196.1_001292.1	CM001196.1	1	5598793	5600957	776.2	391	ZTRITICI_01965.t2,ZTRITICI_01967.t2,ZTRITICI_01970.t1,ZTRITICI_01965.t2,ZTRITICI_01970.t1	Scallop,StringTie,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:11289at93133
17111at93133	_CM001199.1_000221.1	CM001199.1	4	1264959	1266822	856.8	474	ZTRITICI_05009.t1,ZTRITICI_05014.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:19807at93133
17114at93133	_CM001204.1_000476.1	CM001204.1	9	1590716	1593652	1378.2	681	ZTRITICI_09880.t2,ZTRITICI_09880.t1,ZTRITICI_09881.t1	Scallop,Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:5270at93133
17147at93133	_CM001201.1_000527.1	CM001201.1	6	2316097	2317481	566.6	302	ZTRITICI_07204.t2,ZTRITICI_07205.t1	Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
17148at93133	_CM001197.1_000942.1	CM001197.1	2	2629659	2630632	313.7	168	ZTRITICI_03015.t1,ZTRITICI_03015.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=179aa expected=168aa ratio=1.07
17149at93133	_CM001201.1_000702.1	CM001201.1	6	1216678	1218839	1014.0	527	ZTRITICI_06848.t2,ZTRITICI_06850.t1,ZTRITICI_06851.t1	StringTie,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:27953at93133
17158at93133	_CM001205.1_000253.1	CM001205.1	10	1172001	1173705	613.8	326	ZTRITICI_10448.t2,ZTRITICI_10456.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:17246at93133
1715at93133	_CM001204.1_000627.1	CM001204.1	9	733759	734843	393.7	201	ZTRITICI_09608.t1,ZTRITICI_09609.t1	Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:15907at93133
17164at93133	_CM001202.1_000109.1	CM001202.1	7	553498	555329	857.7	485	ZTRITICI_07496.t1,ZTRITICI_07496.t2	StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
17174at93133	_CM001201.1_000156.1	CM001201.1	6	1061035	1063850	783.1	507	ZTRITICI_06771.t2,ZTRITICI_06777.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_06777.t1:5p_dropped,ZTRITICI_06777.t1:3p_dropped
17204at93133	_CM001197.1_001357.1	CM001197.1	2	637880	640625	1223.7	643	ZTRITICI_02300.t2,ZTRITICI_02306.t2,ZTRITICI_02309.t1,ZTRITICI_02300.t2,ZTRITICI_02309.t1	Scallop,StringTie,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:16658at93133
17209at93133	_CM001200.1_000103.1	CM001200.1	5	599774	602775	840.9	727	ZTRITICI_05734.t2,ZTRITICI_05742.t2,ZTRITICI_05746.t1,ZTRITICI_05734.t2,ZTRITICI_05742.t2,ZTRITICI_05746.t1	Scallop,Scallop,Scallop,StringTie,Scallop,Scallop,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05734.t2:3p_dropped,ZTRITICI_05742.t2:5p_dropped,ZTRITICI_05746.t1:5p_dropped,ZTRITICI_05734.t2:3p_dropped,ZTRITICI_05742.t2:5p_dropped,ZTRITICI_05746.t1:5p_dropped
17221at93133	_CM001198.1_001299.1	CM001198.1	3	190922	192378	625.1	314	ZTRITICI_03469.t2,ZTRITICI_03478.t1,ZTRITICI_03479.t2	Scallop,Helixer,StringTie,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7576at93133,22851at93133,19238at93133
1724at93133	_CM001203.1_000810.1	CM001203.1	8	370715	372259	656.4	313	ZTRITICI_08703.t2,ZTRITICI_08703.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7153at93133
17320at93133	_CM001199.1_000271.1	CM001199.1	4	1506724	1508413	614.5	400	ZTRITICI_05088.t2,ZTRITICI_05090.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_truncated	best_prot=176aa expected=400aa ratio=0.44
17322at93133	_CM001197.1_000944.1	CM001197.1	2	2609926	2611714	364.1	327	ZTRITICI_03008.t1,ZTRITICI_03008.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=372aa expected=327aa ratio=1.14
17345at93133	_CM001196.1_002053.1	CM001196.1	1	1895748	1897165	544.1	357	ZTRITICI_00636.t2,ZTRITICI_00637.t1,ZTRITICI_00638.t1	Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24495at93133,6929at93133
